date,ticker,open,high,low,close,adj_close,ajexdi,volume
2022-01-03,JPM,159.86,162.64,159.51,161.7,161.7000,1,13030480
2022-01-03,META,338.295,341.0816,337.19,338.54,338.5400,1,14528970
2022-01-03,MSFT,335.35,338,329.78,334.75,334.7500,1,28851230
2022-01-03,NVDA,298.15,307.11,297.85,301.21,30.1210,10,39125290
2022-01-03,WMT,144,144.7899,143.01,144.65,48.2167,3,6900926
2022-01-03,XOM,61.24,63.6,61.21,63.54,63.5400,1,24272510
2022-01-04,AAPL,182.63,182.94,179.12,179.7,179.7000,1,95972420
2022-01-04,AMZN,3408.76,3428,3326.99,3350.44,167.5220,20,3463734
2022-01-04,GOOGL,2907.92,2929.6978,2874.325,2887.99,144.3995,20,1393644
2022-01-04,JNJ,171.06,172.29,170.595,171.08,171.0800,1,6747727
2022-01-04,JPM,164.31,168.58,164.23,167.83,167.8300,1,20182150
2022-01-04,META,339.95,343.0854,331.8711,336.53,336.5300,1,15674830
2022-01-04,MSFT,334.83,335.2,326.12,329.01,329.0100,1,32641560
2022-01-04,NVDA,302.77,304.68,283.49,292.9,29.2900,10,52280250
2022-01-04,WMT,144.04,145.1399,141.76,142,47.3333,3,11304100
2022-01-04,XOM,64.13,66.185,64.1,65.93,65.9300,1,38559650
2022-01-05,AAPL,179.61,180.17,174.64,174.92,174.9200,1,94172130
2022-01-05,AMZN,3337.66,3342.525,3287.14,3287.14,164.3570,20,3198805
2022-01-05,GOOGL,2888.4,2889.9875,2753.76,2755.5,137.7750,20,2725419
2022-01-05,JNJ,172,173.47,171.62,172.22,172.2200,1,7014902
2022-01-05,JPM,167.82,168.3589,163.73,163.78,163.7800,1,17530960
2022-01-05,META,333.02,335.76,323.84,324.17,324.1700,1,20508100
2022-01-05,MSFT,325.86,326.07,315.98,316.38,316.3800,1,39937810
2022-01-05,NVDA,289.49,294.16,275.33,276.04,27.6040,10,49543990
2022-01-05,WMT,142.85,145.95,142.7399,143.92,47.9733,3,11800430
2022-01-05,XOM,66.5,67.61,66.48,66.75,66.7500,1,34005460
2022-01-06,AAPL,172.7,175.3,171.64,172,172.0000,1,96460580
2022-01-06,AMZN,3269.01,3296,3238.7442,3265.08,163.2540,20,2592849
2022-01-06,GOOGL,2739.97,2798.8,2731.17,2754.95,137.7475,20,1863903
2022-01-06,JNJ,172.15,172.5,170.8,171.63,171.6300,1,7300926
2022-01-06,JPM,166.91,167.37,163.87,165.52,165.5200,1,14033800
2022-01-06,META,322.82,339.165,322.72,332.46,332.4600,1,27922370
2022-01-06,MSFT,313.15,318.7,311.49,313.88,313.8800,1,39554750
2022-01-06,NVDA,276.4,284.3799,270.65,281.78,28.1780,10,45307340
2022-01-06,WMT,143.62,144.64,142.4,143.52,47.8400,3,7273509
2022-01-06,XOM,68,68.48,67.07,68.32,68.3200,1,30599780
2022-01-07,AAPL,172.89,174.14,171.03,172.17,172.1700,1,86585430
2022-01-07,AMZN,3276.78,3304.865,3240.62,3251.08,162.5540,20,2327379
2022-01-07,GOOGL,2762.91,2768.97,2715.33,2740.34,137.0170,20,1487456
2022-01-07,JNJ,171.46,174.3,171.13,173.95,173.9500,1,6984710
2022-01-07,JPM,165.665,167.53,165.06,167.16,167.1600,1,13909800
2022-01-07,META,332.74,337,328.8801,331.79,331.7900,1,14705770
2022-01-07,MSFT,314.15,316.5,310.09,314.04,314.0400,1,32662130
2022-01-07,NVDA,281.41,284.22,270.57,272.47,27.2470,10,40896260
2022-01-07,WMT,143.5,145.36,142.96,144.89,48.2967,3,6572025
2022-01-07,XOM,68.52,69.18,67.98,68.88,68.8800,1,23974420
2022-01-10,AAPL,169.08,172.5,168.17,172.19,172.1900,1,106612800
2022-01-10,AMZN,3211.71,3233.23,3126.09,3229.72,161.4860,20,4383382
2022-01-10,GOOGL,2701.56,2776.39,2663.29,2773.39,138.6695,20,2218628
2022-01-10,JNJ,173.69,173.69,172.155,173.09,173.0900,1,7697909
2022-01-10,JPM,169.07,169.31,165.53,167.32,167.3200,1,12913590
2022-01-10,META,325.31,328.34,315.43,328.07,328.0700,1,24912830
2022-01-10,MSFT,309.485,314.72,304.69,314.27,314.2700,1,44229600
2022-01-10,NVDA,265.81,274.69,256.4384,274,27.4000,10,59301280
2022-01-10,WMT,145.44,145.59,143.12,144.61,48.2033,3,7576548
2022-01-10,XOM,68.97,69.17,67.95,68.47,68.4700,1,22754120
2022-01-11,AAPL,172.32,175.18,170.82,175.08,175.0800,1,76017400
2022-01-11,AMZN,3230,3327,3214.03,3307.24,165.3620,20,3131582
2022-01-11,GOOGL,2760.14,2804.32,2733.845,2794.72,139.7360,20,1434843
2022-01-11,JNJ,172.99,173.39,170.11,171.25,171.2500,1,8339452
2022-01-11,JPM,168.26,168.5246,166.31,167.49,167.4900,1,11843330
2022-01-11,META,326.78,334.63,325.28,334.37,334.3700,1,16207830
2022-01-11,MSFT,313.38,316.61,309.89,314.98,314.9800,1,29352940
2022-01-11,NVDA,273.225,280.65,268.39,278.17,27.8170,10,40311960
2022-01-11,WMT,144.21,144.62,143.175,144.2,48.0667,3,7219778
2022-01-11,XOM,68.89,71.4,68.58,71.35,71.3500,1,32912470
2022-01-12,AAPL,176.12,177.18,174.82,175.53,175.5300,1,74683900
2022-01-12,AMZN,3331.5,3337.56,3288.34,3304.14,165.2070,20,2496354
2022-01-12,GOOGL,2823,2852.155,2813.89,2828.61,141.4305,20,1303685
2022-01-12,JNJ,169.61,170.08,168.34,169.79,169.7900,1,8115262
2022-01-12,JPM,168.46,169.59,167.18,168.44,168.4400,1,12559200
2022-01-12,META,335.18,336.365,330.03,333.26,333.2600,1,14092470
2022-01-12,MSFT,319.67,323.41,317.08,318.27,318.2700,1,34331010
2022-01-12,NVDA,280.665,285.95,276.08,279.99,27.9990,10,38238230
2022-01-12,WMT,143.68,143.9601,143,143.44,47.8133,3,6313912
2022-01-12,XOM,71.14,71.81,70.64,71.14,71.1400,1,23026480
2022-01-13,AAPL,175.78,176.62,171.79,172.19,172.1900,1,83992320
2022-01-13,AMZN,3305.01,3324.4299,3221.82,3224.28,161.2140,20,2600511
2022-01-13,GOOGL,2830.8,2857,2768.18,2771.74,138.5870,20,1569013
2022-01-13,JNJ,169,170.42,168.46,168.76,168.7600,1,6135303
2022-01-13,JPM,168.34,169.81,167.89,168.23,168.2300,1,13595130
2022-01-13,META,334.98,335.63,325.76,326.48,326.4800,1,14751500
2022-01-13,MSFT,320.466,320.88,304,304.8,304.8000,1,45219760
2022-01-13,NVDA,283.79,284.8,264.98,265.75,26.5750,10,53751350
2022-01-13,WMT,143.43,145.68,143.11,145.47,48.4900,3,8059247
2022-01-13,XOM,71.12,71.58,70.31,70.63,70.6300,1,20829090
2022-01-14,AAPL,171.34,173.78,171.09,173.07,173.0700,1,80350700
2022-01-14,AMZN,3203,3245,3196.01,3242.76,162.1380,20,2295754
2022-01-14,GOOGL,2741.58,2814.84,2739.97,2789.61,139.4805,20,1481790
2022-01-14,JNJ,168.625,168.65,167.15,167.84,167.8400,1,5847537
2022-01-14,JPM,160.76,161.03,156.895,157.89,157.8900,1,40115990
2022-01-14,META,321.79,332.73,321.21,331.9,331.9000,1,16852000
2022-01-14,MSFT,304.25,310.82,303.75,310.2,310.2000,1,39815510
2022-01-14,NVDA,263,271.969,262.1001,269.42,26.9420,10,39502710
2022-01-14,WMT,144.22,146.63,144.22,145.06,48.3533,3,8952752
2022-01-14,XOM,70.65,72.145,70.6,71.87,71.8700,1,23005330
2022-01-18,AAPL,171.51,172.54,169.405,169.8,169.8000,1,90962710
2022-01-18,AMZN,3182.1,3194.6899,3153.29,3178.35,158.9175,20,3364669
2022-01-18,GOOGL,2723.5,2742.63,2708.765,2719.96,135.9980,20,1742562
2022-01-18,JNJ,167.1,167.715,166.01,167.1,167.1000,1,7814819
2022-01-18,JPM,155.78,155.78,150.54,151.27,151.2700,1,32318150
2022-01-18,META,323.29,324.21,317.64,318.15,318.1500,1,22631550
2022-01-18,MSFT,304.07,309.8,301.74,302.65,302.6500,1,42293260
2022-01-18,NVDA,262.6,266.38,257.7,259.03,25.9030,10,42399190
2022-01-18,WMT,144.41,144.7,142.13,142.52,47.5067,3,7040763
2022-01-18,XOM,72.82,73.88,72.01,73.08,73.0800,1,32838520
2022-01-19,AAPL,170,171.08,165.94,166.23,166.2300,1,94518310
2022-01-19,AMZN,3175.24,3185,3125,3125.98,156.2990,20,2648097
2022-01-19,GOOGL,2730.47,2759.19,2700.31,2702.33,135.1165,20,1430511
2022-01-19,JNJ,167.2,168.72,166.3165,166.58,166.5800,1,5925825
2022-01-19,JPM,151.57,152.23,148.55,148.93,148.9300,1,22357500
2022-01-19,META,319.582,327.1,319.33,319.59,319.5900,1,20772880
2022-01-19,MSFT,306.29,313.9093,302.7,303.33,303.3300,1,45814450
2022-01-19,NVDA,260.79,265.4317,250.52,250.67,25.0670,10,48613210
2022-01-19,WMT,142.54,144.99,141.92,143.94,47.9800,3,7556208
2022-01-19,XOM,73.75,73.86,72.55,73.11,73.1100,1,26403850
2022-01-20,AAPL,166.98,169.68,164.18,164.51,164.5100,1,90969640
2022-01-20,AMZN,3135.32,3160,3027.02,3033.35,151.6675,20,3569511
2022-01-20,GOOGL,2725,2752.52,2659.2931,2666.15,133.3075,20,1486068
2022-01-20,JNJ,167.29,167.859,164.93,165.25,165.2500,1,6008701
2022-01-20,JPM,148.99,150.61,147.36,147.66,147.6600,1,14835530
2022-01-20,META,323.9,327.82,315.98,316.56,316.5600,1,16813930
2022-01-20,MSFT,309.07,311.6494,301.14,301.6,301.6000,1,35183740
2022-01-20,NVDA,253.04,255.7904,240.78,241.5,24.1500,10,43111450
2022-01-20,WMT,142.35,144.46,141.07,141.22,47.0733,3,7456734
2022-01-20,XOM,72.5,74.37,72.26,73.27,73.2700,1,26744630
2022-01-21,AAPL,164.415,166.33,162.3,162.41,162.4100,1,122515600
2022-01-21,AMZN,2999,3018,2841.408,2852.86,142.6430,20,8164155
2022-01-21,GOOGL,2651.87,2697.3106,2601.73,2607.03,130.3515,20,2766914
2022-01-21,JNJ,166.19,167.99,164.47,164.87,164.8700,1,10547360
2022-01-21,JPM,147.5,147.51,144.27,145.08,145.0800,1,20692300
2022-01-21,META,314.81,318.31,303.04,303.17,303.1700,1,28647640
2022-01-21,MSFT,302.685,304.11,295.61,296.03,296.0300,1,57033550
2022-01-21,NVDA,235.07,248.23,232.63,233.74,23.3740,10,71665520
2022-01-21,WMT,141.22,142.2616,140.06,140.19,46.7300,3,8603281
2022-01-21,XOM,73.18,73.18,71.04,72.17,72.1700,1,35105350
2022-01-24,AAPL,160.02,162.3,154.7,161.62,161.6200,1,162305500
2022-01-24,AMZN,2780,2898.9,2707.04,2890.88,144.5440,20,7781390
2022-01-24,GOOGL,2519.56,2624.06,2490,2616.08,130.8040,20,3830126
2022-01-24,JNJ,164,164.17,158.26,162.97,162.9700,1,14054030
2022-01-24,JPM,142.28,145.48,139.57,144.95,144.9500,1,28399350
2022-01-24,META,297.84,309.53,289.01,308.71,308.7100,1,38860940
2022-01-24,MSFT,292.2,297.11,276.05,296.37,296.3700,1,85684140
2022-01-24,NVDA,223.3,233.8,208.88,233.72,23.3720,10,91359370
2022-01-24,WMT,139.07,140.5329,137.31,140.2,46.7333,3,9566043
2022-01-24,XOM,70.88,73.08,69.805,72.79,72.7900,1,41504900
2022-01-25,AAPL,158.98,162.76,157.02,159.78,159.7800,1,114997800
2022-01-25,AMZN,2844.85,2872,2762.9,2799.72,139.9860,20,4468934
2022-01-25,GOOGL,2574.8,2587.98,2530.01,2538.7,126.9350,20,2337367
2022-01-25,JNJ,162.36,168.41,161.58,167.63,167.6300,1,14077200
2022-01-25,JPM,143.65,146.85,140.79,146.53,146.5300,1,18876900
2022-01-25,META,299.95,306.23,297.58,300.15,300.1500,1,24955920
2022-01-25,MSFT,291.52,294.99,285.17,288.49,288.4900,1,68025580
2022-01-25,NVDA,225.46,229.43,220,223.24,22.3240,10,65845830
2022-01-25,WMT,139.99,140.37,136.81,137.15,45.7167,3,9717383
2022-01-25,XOM,72.59,75.235,71.39,74.93,74.9300,1,39244740
2022-01-26,AAPL,163.5,164.3894,157.82,159.69,159.6900,1,107765600
2022-01-26,AMZN,2895,2903.695,2746.37,2777.45,138.8725,20,4765407
2022-01-26,GOOGL,2622.38,2660,2542.84,2584.66,129.2330,20,2449755
2022-01-26,JNJ,167.54,169.22,166.23,168.38,168.3800,1,9959822
2022-01-26,JPM,148.72,150.57,145.96,147.92,147.9200,1,20695940
2022-01-26,META,307.01,307.51,290.85,294.63,294.6300,1,28249100
2022-01-26,MSFT,307.985,308.5,293.03,296.71,296.7100,1,90264810
2022-01-26,NVDA,232.4,240.57,223,227.72,22.7720,10,75352600
2022-01-26,WMT,137.34,138.79,135.16,135.75,45.2500,3,8725084
2022-01-26,XOM,75.43,76,73.49,74.17,74.1700,1,35235990
2022-01-27,AAPL,162.45,163.84,158.28,159.22,159.2200,1,117717800
2022-01-27,AMZN,2816,2884.87,2787,2792.75,139.6375,20,3860704
2022-01-27,GOOGL,2626.08,2653.045,2578.6458,2580.1,129.0050,20,1595715
2022-01-27,JNJ,169.39,171.91,169,170.59,170.5900,1,9066499
2022-01-27,JPM,149.42,150.38,144.13,145.31,145.3100,1,17520970
2022-01-27,META,297.752,301.709,294.26,294.64,294.6400,1,21569810
2022-01-27,MSFT,302.66,307.3,297.93,299.84,299.8400,1,53313120
2022-01-27,NVDA,235.68,239.95,216.75,219.44,21.9440,10,57128120
2022-01-27,WMT,136.92,139.08,135.37,135.84,45.2800,3,9252500
2022-01-27,XOM,75.46,76.01,73.985,75.12,75.1200,1,29135730
2022-01-28,AAPL,165.71,170.35,162.8,170.33,170.3300,1,179511400
2022-01-28,AMZN,2817.21,2879.96,2758.585,2879.56,143.9780,20,3706201
2022-01-28,GOOGL,2593.18,2667.13,2569.7,2667.02,133.3510,20,1711818
2022-01-28,JNJ,170.86,171.84,169.3,171.79,171.7900,1,9782774
2022-01-28,JPM,144.19,146.76,142.17,146.61,146.6100,1,14108900
2022-01-28,META,295.6204,301.9,293.0333,301.71,301.7100,1,21833060
2022-01-28,MSFT,300.23,308.48,294.45,308.26,308.2600,1,49699170
2022-01-28,NVDA,220.122,228.58,212.96,228.4,22.8400,10,54249550
2022-01-28,WMT,136,137.57,133.95,137.52,45.8400,3,8372294
2022-01-28,XOM,74.97,75.62,73.95,75.28,75.2800,1,30579220
2022-01-31,AAPL,170.16,175,169.51,174.78,174.7800,1,115322900
2022-01-31,AMZN,2895,3007.21,2886.0101,2991.47,149.5735,20,3909361
2022-01-31,GOOGL,2683.24,2709.46,2644.19,2706.07,135.3035,20,1994940
2022-01-31,JNJ,171.5,172.62,170.82,172.29,172.2900,1,8054760
2022-01-31,JPM,145.64,148.79,144.67,148.6,148.6000,1,13973490
2022-01-31,META,300.68,313.79,299.32,313.26,313.2600,1,21527510
2022-01-31,MSFT,308.95,312.38,306.37,310.98,310.9800,1,46367870
2022-01-31,NVDA,231.82,245.09,230.52,244.86,24.4860,10,56282710
2022-01-31,WMT,137.09,140.04,136.7,139.81,46.6033,3,6730288
2022-01-31,XOM,74.97,76.42,74.265,75.96,75.9600,1,36055750
2022-02-01,AAPL,174.01,174.84,172.31,174.61,174.6100,1,85990560
2022-02-01,AMZN,3000,3034.16,2952.5548,3023.87,151.1935,20,2935478
2022-02-01,GOOGL,2751.89,2755.855,2687.37,2752.88,137.6440,20,3296869
2022-02-01,JNJ,171.74,171.98,169.43,170.88,170.8800,1,8154264
2022-02-01,JPM,148.69,151.47,148.3,151.15,151.1500,1,14484890
2022-02-01,META,314.555,319.6598,312.12,319,319.0000,1,17814950
2022-02-01,MSFT,310.41,310.63,305.1293,308.76,308.7600,1,40850260
2022-02-01,NVDA,251.04,251.45,238.9001,246.38,24.6380,10,51544220
2022-02-01,WMT,139.21,141.1499,138.99,140.91,46.9700,3,6772642
2022-02-01,XOM,76.45,81.51,76.27,80.83,80.8300,1,60992000
2022-02-02,AAPL,174.745,175.88,173.33,175.84,175.8400,1,79230580
2022-02-02,AMZN,3101.0085,3101.5,2977.2717,3012.25,150.6125,20,4313619
2022-02-02,GOOGL,3025,3030.9315,2910.4501,2960,148.0000,20,6119931
2022-02-02,JNJ,169.65,172.99,169.65,172.77,172.7700,1,7379195
2022-02-02,JPM,150.5,150.94,148.07,149.94,149.9400,1,12431150
2022-02-02,META,327.82,328,316.8747,323,323.0000,1,53600860
2022-02-02,MSFT,309.63,315.12,308.88,313.46,313.4600,1,36500820
2022-02-02,NVDA,257.94,258.17,245.5301,252.42,25.2420,10,53992660
2022-02-02,WMT,141,141.64,140.15,140.85,46.9500,3,6043927
2022-02-02,XOM,80.06,80.81,79.15,80.62,80.6200,1,30285160
2022-02-03,AAPL,174.48,176.2399,172.12,172.9,172.9000,1,89121820
2022-02-03,AMZN,2834.75,2884.95,2766.66,2776.91,138.8455,20,10822430
2022-02-03,GOOGL,2914.11,2993.5,2853.3063,2861.8,143.0900,20,3553022
2022-02-03,JNJ,172.26,173.62,171.04,172.76,172.7600,1,6240227
2022-02-03,JPM,150,151.65,148.285,148.7,148.7000,1,12461690
2022-02-03,META,244.645,248,235.745,237.76,237.7600,1,187580100
2022-02-03,MSFT,309.49,311.23,299.96,301.25,301.2500,1,43559780
2022-02-03,NVDA,244.58,250.77,237.8,239.48,23.9480,10,40875980
2022-02-03,WMT,140.26,141.99,139.77,140.99,46.9967,3,6906024
2022-02-03,XOM,80.09,80.31,79.02,79.68,79.6800,1,28513800
2022-02-04,AAPL,171.68,174.1,170.68,172.39,172.3900,1,82399780
2022-02-04,AMZN,3112.13,3224,3012.16,3152.79,157.6395,20,12642590
2022-02-04,GOOGL,2868.893,2897.5,2810.3,2865.86,143.2930,20,2895259
2022-02-04,JNJ,171,172.98,170.1185,171.63,171.6300,1,6391880
2022-02-04,JPM,149.1,153.5,148.7673,152.56,152.5600,1,16649410
2022-02-04,META,234.97,242.6099,230.11,237.09,237.0900,1,89126180
2022-02-04,MSFT,300.21,308.8,299.97,305.94,305.9400,1,35069790
2022-02-04,NVDA,239.72,246.35,236.32,243.19,24.3190,10,35411780
2022-02-04,WMT,140.89,141,138.35,139.33,46.4433,3,7340566
2022-02-04,XOM,80.87,82.53,80.87,81.41,81.4100,1,32171800
2022-02-07,AAPL,172.86,173.9458,170.95,171.66,171.6600,1,77054940
2022-02-07,AMZN,3170.4,3253.815,3145,3158.71,157.9355,20,5123133
2022-02-07,GOOGL,2885,2885,2778,2784.02,139.2010,20,2740796
2022-02-07,JNJ,171.41,171.74,170.01,171.06,171.0600,1,6065022
2022-02-07,JPM,153.27,153.62,150.85,153.07,153.0700,1,12568290
2022-02-07,META,237.7,238.3,224.01,224.91,224.9100,1,88158270
2022-02-07,MSFT,306.17,307.84,299.9,300.95,300.9500,1,28477940
2022-02-07,NVDA,243.72,251.82,242.02,247.28,24.7280,10,37534160
2022-02-07,WMT,140.06,140.07,137.61,137.96,45.9867,3,6669139
2022-02-07,XOM,81.14,83.08,80.64,82.39,82.3900,1,34932010
2022-02-08,AAPL,171.73,175.35,171.43,174.83,174.8300,1,74717520
2022-02-08,AMZN,3135.01,3235.85,3111.01,3228.27,161.4135,20,3793826
2022-02-08,GOOGL,2780.53,2800,2740.277,2787.98,139.3990,20,2708672
2022-02-08,JNJ,171.02,172.05,170.48,171.51,171.5100,1,6295993
2022-02-08,JPM,155,158.48,154.8,155.95,155.9500,1,20404860
2022-02-08,META,220.85,225.77,216.15,220.18,220.1800,1,94476070
2022-02-08,MSFT,301.25,305.561,299.95,304.56,304.5600,1,32367270
2022-02-08,NVDA,243.59,252.3,239.8,251.08,25.1080,10,40878080
2022-02-08,WMT,138.32,139.24,137.51,137.99,45.9967,3,6482445
2022-02-08,XOM,82.27,82.4962,79.92,80.26,80.2600,1,34293180
2022-02-09,AAPL,176.05,176.65,174.9,176.28,176.2800,1,70510150
2022-02-09,AMZN,3257.47,3276.69,3205,3223.79,161.1895,20,3430149
2022-02-09,GOOGL,2819.27,2850.485,2803.7406,2831.84,141.5920,20,2003844
2022-02-09,JNJ,172.07,172.24,171.25,171.49,171.4900,1,5386870
2022-02-09,JPM,156.59,157.4305,155.82,156.6,156.6000,1,9125550
2022-02-09,META,224.2,233.37,222.21,232,232.0000,1,86401060
2022-02-09,MSFT,309.865,311.93,307.39,311.21,311.2100,1,31248150
2022-02-09,NVDA,256.22,267.25,253.53,267.05,26.7050,10,52318660
2022-02-09,WMT,138.5,138.79,137.47,137.69,45.8967,3,7151573
2022-02-09,XOM,79.58,80.03,78.7051,79,79.0000,1,40085010
2022-02-10,AAPL,174.14,175.48,171.55,172.12,172.1200,1,90563590
2022-02-10,AMZN,3167,3214.33,3155,3180.07,159.0035,20,3395530
2022-02-10,GOOGL,2794.07,2829.69,2759.14,2772.4,138.6200,20,1960054
2022-02-10,JNJ,171.21,171.22,169.3,169.42,169.4200,1,10354460
2022-02-10,JPM,156.66,159.03,155.22,155.95,155.9500,1,16448560
2022-02-10,META,228.27,235,226.7,228.07,228.0700,1,49152190
2022-02-10,MSFT,304.04,309.12,300.7,302.38,302.3800,1,45250110
2022-02-10,NVDA,259.95,269.2499,256,258.24,25.8240,10,51153530
2022-02-10,WMT,136.55,137.015,135.46,136.08,45.3600,3,9266150
2022-02-10,XOM,78.72,79.68,77.792,78.24,78.2400,1,28510990
2022-02-11,AAPL,172.33,173.08,168.04,168.64,168.6400,1,98524720
2022-02-11,AMZN,3162.69,3180,3054.675,3065.87,153.2935,20,3849842
2022-02-11,GOOGL,2772,2783.125,2668,2685.65,134.2825,20,1992163
2022-02-11,JNJ,169.12,170.15,167.54,167.71,167.7100,1,13124610
2022-02-11,JPM,155.61,158.19,152.97,153.92,153.9200,1,16819290
2022-02-11,META,228.46,230.42,218.7701,219.55,219.5500,1,46073090
2022-02-11,MSFT,303.19,304.29,294.22,295.04,295.0400,1,39127330
2022-02-11,NVDA,259.16,261.52,237.73,239.49,23.9490,10,60386650
2022-02-11,WMT,136.82,137.18,134.165,135.33,45.1100,3,7909706
2022-02-11,XOM,78.62,80.32,78.23,80.21,80.2100,1,41954690
2022-02-14,AAPL,167.37,169.58,166.56,168.88,168.8800,1,86070290
2022-02-14,AMZN,3035.02,3168.9663,3033,3103.34,155.1670,20,4022005
2022-02-14,GOOGL,2665.13,2726,2665.13,2710.52,135.5260,20,1713107
2022-02-14,JNJ,167.71,167.97,163.81,165.6,165.6000,1,8964935
2022-02-14,JPM,152.73,153.68,150.3178,152.49,152.4900,1,17024120
2022-02-14,META,219.31,221,214.78,217.7,217.7000,1,38084960
2022-02-14,MSFT,293.77,296.76,291.35,295,295.0000,1,36314640
2022-02-14,NVDA,239.34,248.75,237.55,242.67,24.2670,10,43930550
2022-02-14,WMT,135.33,135.96,132.71,133.95,44.6500,3,9514558
2022-02-14,XOM,79.58,79.84,77.05,78.98,78.9800,1,34639950
2022-02-15,AAPL,170.97,172.95,170.25,172.79,172.7900,1,63462950
2022-02-15,AMZN,3152.11,3160.14,3092.75,3130.21,156.5105,20,2822717
2022-02-15,GOOGL,2751.41,2762.17,2716.43,2732.17,136.6085,20,1321277
2022-02-15,JNJ,166.13,168.1,166.01,167.31,167.3100,1,6631370
2022-02-15,JPM,154.51,155.94,153.85,154.72,154.7200,1,9499921
2022-02-15,META,220.47,221.15,215.06,221,221.0000,1,42444690
2022-02-15,MSFT,300.008,300.8,297.02,300.47,300.4700,1,27058020
2022-02-15,NVDA,249.49,265.45,247.84,264.95,26.4950,10,69764270
2022-02-15,WMT,134.74,135.67,133.79,134.37,44.7900,3,7272528
2022-02-15,XOM,76.9,78.19,76.42,77.99,77.9900,1,25070000
2022-02-16,AAPL,171.85,173.34,170.05,172.55,172.5500,1,61072420
2022-02-16,AMZN,3115.81,3176.68,3094.69,3162.01,158.1005,20,2619429
2022-02-16,GOOGL,2732.93,2761.72,2698.475,2754.76,137.7380,20,1245849
2022-02-16,JNJ,166.49,167.84,165.7114,167.21,167.2100,1,8481920
2022-02-16,JPM,153.74,156.1,153.74,155,155.0000,1,9065715
2022-02-16,META,212.41,217.46,212.36,216.54,216.5400,1,45714810
2022-02-16,MSFT,298.365,300.87,293.68,299.5,299.5000,1,29944730
2022-02-16,NVDA,262.59,265.82,255.52,265.11,26.5110,10,71334910
2022-02-16,WMT,134.33,134.88,132.7,133.53,44.5100,3,9443286
2022-02-16,XOM,78.79,79.73,78.04,78.35,78.3500,1,21684400
2022-02-17,AAPL,171.03,171.91,168.47,168.88,168.8800,1,69406910
2022-02-17,AMZN,3162.92,3206.975,3090,3093.05,154.6525,20,3193572
2022-02-17,GOOGL,2724.86,2742.2699,2649.57,2650.78,132.5390,20,1940731
2022-02-17,JNJ,167.21,167.45,164.92,166.19,166.1900,1,6226698
2022-02-17,JPM,153,153.73,150.665,151.43,151.4300,1,11364440
2022-02-17,META,214.02,217.5,207.1601,207.71,207.7100,1,38605600
2022-02-17,MSFT,296.36,296.8,290,290.73,290.7300,1,32383630
2022-02-17,NVDA,256.3,257.85,241.65,245.07,24.5070,10,80866910
2022-02-17,WMT,134,139.47,133.78,138.88,46.2933,3,17931840
2022-02-17,XOM,78.48,79.12,77.95,78.23,78.2300,1,23733240
2022-02-18,AAPL,169.82,170.5413,166.19,167.3,167.3000,1,82628820
2022-02-18,AMZN,3109.99,3109.99,3017.86,3052.03,152.6015,20,3168870
2022-02-18,GOOGL,2669.34,2681.3999,2603.93,2608.06,130.4030,20,2275412
2022-02-18,JNJ,164.98,165.36,162.94,163.36,163.3600,1,6421457
2022-02-18,JPM,152.13,154.14,151.13,152.14,152.1400,1,11725610
2022-02-18,META,209.39,210.75,205.18,206.16,206.1600,1,36954930
2022-02-18,MSFT,293.05,293.86,286.305,287.93,287.9300,1,34206900
2022-02-18,NVDA,246.675,249.86,231,236.42,23.6420,10,75856090
2022-02-18,WMT,138.1,139.5899,137.1607,137.99,45.9967,3,10361790
2022-02-18,XOM,77.16,78.17,76.89,77.36,77.3600,1,23375570
2022-02-22,AAPL,164.98,166.69,162.15,164.32,164.3200,1,91008760
2022-02-22,AMZN,3009.57,3059.65,2969.71,3003.95,150.1975,20,3294505
2022-02-22,GOOGL,2596.762,2643.605,2564.465,2596.27,129.8135,20,2245890
2022-02-22,JNJ,163.575,163.74,160.44,161.14,161.1400,1,6866718
2022-02-22,JPM,150.6,153.24,150.41,151.87,151.8700,1,11331500
2022-02-22,META,202.34,207.48,200.06,202.08,202.0800,1,39775290
2022-02-22,MSFT,285,291.54,284.5,287.72,287.7200,1,41678970
2022-02-22,NVDA,230.35,240.6399,230,233.9,23.3900,10,63154850
2022-02-22,WMT,137.77,138.24,135.94,136.45,45.4833,3,8458588
2022-02-22,XOM,79.67,79.79,75.31,76.46,76.4600,1,35938010
2022-02-23,AAPL,165.54,166.15,159.75,160.07,160.0700,1,89553980
2022-02-23,AMZN,3033.01,3035.26,2893.02,2896.54,144.8270,20,3197061
2022-02-23,GOOGL,2632.97,2641.02,2550.55,2551.76,127.5880,20,1631127
2022-02-23,JNJ,161.51,162.639,160.85,161.22,161.2200,1,8015932
2022-02-23,JPM,153.12,153.3,147.97,148.69,148.6900,1,11785500
2022-02-23,META,204.16,206.94,198.05,198.45,198.4500,1,44298450
2022-02-23,MSFT,290.18,291.7,280.1,280.27,280.2700,1,37670530
2022-02-23,NVDA,238.02,241.5499,223.01,223.87,22.3870,10,56384850
2022-02-23,WMT,136.86,137.19,134.84,135.05,45.0167,3,7006414
2022-02-23,XOM,76.46,77.47,76.13,76.77,76.7700,1,25362150
2022-02-24,AAPL,152.58,162.85,152,162.74,162.7400,1,140827600
2022-02-24,AMZN,2796.75,3034.98,2790,3027.16,151.3580,20,5027953
